// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
AssociatedAttributeConstraints[StandingDunk][HEIGHT_14][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_14][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_14][1].MaxDelta,10
AssociatedAttributeConstraints[StandingDunk][HEIGHT_14][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_14][2].MaxDelta,10
AssociatedAttributeConstraints[StandingDunk][HEIGHT_15][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_15][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_15][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_15][1].MaxDelta,10
AssociatedAttributeConstraints[StandingDunk][HEIGHT_15][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_15][2].MaxDelta,10
AssociatedAttributeConstraints[StandingDunk][HEIGHT_16][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_16][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_16][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_16][1].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_16][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_16][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_17][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_17][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_17][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_17][1].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_17][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_17][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_18][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_18][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_18][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_18][1].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_18][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_18][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_19][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_19][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_19][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_19][1].MaxDelta,20
AssociatedAttributeConstraints[StandingDunk][HEIGHT_19][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_19][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_20][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_20][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_20][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_20][1].MaxDelta,30
AssociatedAttributeConstraints[StandingDunk][HEIGHT_20][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_20][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_21][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_21][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_21][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_21][1].MaxDelta,35
AssociatedAttributeConstraints[StandingDunk][HEIGHT_21][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_21][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_22][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_22][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_22][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_22][1].MaxDelta,35
AssociatedAttributeConstraints[StandingDunk][HEIGHT_22][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_22][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_23][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_23][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_23][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_23][1].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_23][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_23][2].MaxDelta,15
AssociatedAttributeConstraints[StandingDunk][HEIGHT_24][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[StandingDunk][HEIGHT_24][0].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_24][1].AssociatedAttribute,DrivingDunk
AssociatedAttributeConstraints[StandingDunk][HEIGHT_24][1].MaxDelta,40
AssociatedAttributeConstraints[StandingDunk][HEIGHT_24][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[StandingDunk][HEIGHT_24][2].MaxDelta,15
AssociatedAttributeConstraints[Steal][HEIGHT_05][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_05][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_05][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_05][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_05][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_05][2].MaxDelta,60
AssociatedAttributeConstraints[Steal][HEIGHT_06][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_06][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_06][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_06][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_06][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_06][2].MaxDelta,55
AssociatedAttributeConstraints[Steal][HEIGHT_07][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_07][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_07][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_07][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_07][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_07][2].MaxDelta,55
AssociatedAttributeConstraints[Steal][HEIGHT_08][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_08][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_08][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_08][1].MaxDelta,20
AssociatedAttributeConstraints[Steal][HEIGHT_08][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_08][2].MaxDelta,50
AssociatedAttributeConstraints[Steal][HEIGHT_09][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_09][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_09][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_09][1].MaxDelta,20
AssociatedAttributeConstraints[Steal][HEIGHT_09][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_09][2].MaxDelta,45
AssociatedAttributeConstraints[Steal][HEIGHT_10][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_10][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_10][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_10][1].MaxDelta,20
AssociatedAttributeConstraints[Steal][HEIGHT_10][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_10][2].MaxDelta,45
AssociatedAttributeConstraints[Steal][HEIGHT_11][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_11][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_11][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_11][1].MaxDelta,15
AssociatedAttributeConstraints[Steal][HEIGHT_11][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_11][2].MaxDelta,45
AssociatedAttributeConstraints[Steal][HEIGHT_12][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_12][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_12][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_12][1].MaxDelta,15
AssociatedAttributeConstraints[Steal][HEIGHT_12][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_12][2].MaxDelta,40
AssociatedAttributeConstraints[Steal][HEIGHT_13][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_13][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_13][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_13][1].MaxDelta,20
AssociatedAttributeConstraints[Steal][HEIGHT_13][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_13][2].MaxDelta,40
AssociatedAttributeConstraints[Steal][HEIGHT_14][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_14][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_14][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_14][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_14][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_14][2].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_15][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_15][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_15][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_15][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_15][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_15][2].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_16][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_16][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_16][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_16][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_16][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_16][2].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_17][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_17][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_17][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Steal][HEIGHT_17][1].MaxDelta,25
AssociatedAttributeConstraints[Steal][HEIGHT_17][2].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_17][2].MaxDelta,15
AssociatedAttributeConstraints[Steal][HEIGHT_18][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_18][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_18][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_18][1].MaxDelta,5
AssociatedAttributeConstraints[Steal][HEIGHT_19][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_19][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_19][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_19][1].MaxDelta,5
AssociatedAttributeConstraints[Steal][HEIGHT_20][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_20][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_20][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_20][1].MaxDelta,5
AssociatedAttributeConstraints[Steal][HEIGHT_21][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_21][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_21][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_21][1].MaxDelta,5
AssociatedAttributeConstraints[Steal][HEIGHT_22][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_22][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_22][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_22][1].MaxDelta,5
AssociatedAttributeConstraints[Steal][HEIGHT_23][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_23][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_23][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_23][1].MaxDelta,5
AssociatedAttributeConstraints[Steal][HEIGHT_24][0].AssociatedAttribute,Agility
AssociatedAttributeConstraints[Steal][HEIGHT_24][0].MaxDelta,35
AssociatedAttributeConstraints[Steal][HEIGHT_24][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Steal][HEIGHT_24][1].MaxDelta,5
AssociatedAttributeConstraints[Strength][HEIGHT_05][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_05][0].MaxDelta,32
AssociatedAttributeConstraints[Strength][HEIGHT_05][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_05][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_05][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_05][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_06][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_06][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_06][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_06][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_06][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_06][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_07][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_07][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_07][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_07][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_07][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_07][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_08][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_08][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_08][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_08][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_08][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_08][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_09][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_09][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_09][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_09][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_09][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_09][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_10][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_10][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_10][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_10][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_10][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_10][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_11][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_11][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_11][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_11][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_11][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_11][2].MaxDelta,60
AssociatedAttributeConstraints[Strength][HEIGHT_12][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_12][0].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_12][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_12][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_12][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_12][2].MaxDelta,50
AssociatedAttributeConstraints[Strength][HEIGHT_13][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_13][0].MaxDelta,25
AssociatedAttributeConstraints[Strength][HEIGHT_13][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_13][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_13][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_13][2].MaxDelta,45
AssociatedAttributeConstraints[Strength][HEIGHT_14][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_14][0].MaxDelta,25
AssociatedAttributeConstraints[Strength][HEIGHT_14][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_14][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_14][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_14][2].MaxDelta,40
AssociatedAttributeConstraints[Strength][HEIGHT_15][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_15][0].MaxDelta,25
AssociatedAttributeConstraints[Strength][HEIGHT_15][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_15][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_15][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_15][2].MaxDelta,35
AssociatedAttributeConstraints[Strength][HEIGHT_16][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_16][0].MaxDelta,20
AssociatedAttributeConstraints[Strength][HEIGHT_16][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_16][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_16][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_16][2].MaxDelta,35
AssociatedAttributeConstraints[Strength][HEIGHT_17][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_17][0].MaxDelta,20
AssociatedAttributeConstraints[Strength][HEIGHT_17][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_17][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_17][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_17][2].MaxDelta,35
AssociatedAttributeConstraints[Strength][HEIGHT_18][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_18][0].MaxDelta,20
AssociatedAttributeConstraints[Strength][HEIGHT_18][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_18][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_18][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_18][2].MaxDelta,35
AssociatedAttributeConstraints[Strength][HEIGHT_19][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_19][0].MaxDelta,20
AssociatedAttributeConstraints[Strength][HEIGHT_19][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_19][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_19][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_19][2].MaxDelta,35
AssociatedAttributeConstraints[Strength][HEIGHT_20][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_20][0].MaxDelta,20
AssociatedAttributeConstraints[Strength][HEIGHT_20][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_20][1].MaxDelta,55
AssociatedAttributeConstraints[Strength][HEIGHT_20][2].AssociatedAttribute,PostControl
AssociatedAttributeConstraints[Strength][HEIGHT_20][2].MaxDelta,30
AssociatedAttributeConstraints[Strength][HEIGHT_21][0].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Strength][HEIGHT_21][0].MaxDelta,10
AssociatedAttributeConstraints[Strength][HEIGHT_21][1].AssociatedAttribute,PerimeterDefense
AssociatedAttributeConstraints[Strength][HEIGHT_21][1].MaxDelta,55
